Director_Name,Runtime,Gross,Genres,Movie_Title,Plot_Keywords,Language,Content_Rating,Budget,Aspect_Ratio,Movie_ID,Production_Companies,Release_Date,Revenue
Fred Zinnemann,149.0,,Drama,The Nun's Story,belgium|congo|convent|nun|nurse,English,Not Rated,3500000.0,1.78,27029,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1959-06-18,12800000
Jack Smight,121.0,,Action|Crime|Drama|Mystery|Thriller,Harper,kidnapping|los angeles california|neo noir|private detective|ransom,English,Not Rated,3500000.0,2.35,26268,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1966-02-23,12000000
Michael Martin,93.0,10305534.0,Comedy,I Got the Hook Up,friend|obscenity|scam|vacant lot|van,English,R,3500000.0,1.85,40505,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""No Limit Films"", ""id"": 16718}]",1998-05-27,0
Edward Burns,96.0,9449219.0,Comedy|Drama|Romance,She's the One,claim in title|infidelity|irish american|love|sex,English,R,3500000.0,1.85,11363,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",1996-08-26,9482579
Bill Condon,105.0,6390032.0,Biography|Drama,Gods and Monsters,friendship|gardener|gay interest|homosexual|memory,English,R,3500000.0,2.35,3033,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Flashpoint (I)"", ""id"": 13495}, {""name"": ""Showtime Networks"", ""id"": 18880}]",1998-01-21,6451628
Gideon Raff,94.0,,Horror|Thriller,Train,blood splatter|heart ripped out|jock strap|train|vomiting,English,R,,1.85,22007,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",2008-10-16,0
Sam Raimi,37.0,5923044.0,Comedy|Fantasy|Horror|Thriller,Evil Dead II,cabin|cabin in the woods|demon|evil dead|woods,English,X,3600000.0,1.85,765,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""Rosebud Productions"", ""id"": 47380}]",1987-03-13,5923044
Louis C.K.,81.0,3293258.0,Action|Adventure|Comedy|Musical,Pootie Tang,based on sketch comedy|corporation|cult film|evil corporation|sex,English,PG-13,3000000.0,1.85,10615,[],2001-06-29,0
Anthony C. Ferrante,97.0,,Horror,Sharknado,cult film|hurricane|school bus|shark|shark feature,English,TV-14,1000000.0,1.78,205321,"[{""name"": ""The Asylum"", ""id"": 1311}, {""name"": ""Syfy"", ""id"": 6677}, {""name"": ""Southward Films"", ""id"": 22872}]",2013-07-11,0
Robert Cary,101.0,220234.0,Comedy|Romance,Ira & Abby,erectile dysfunction|mugger|mugging|subway robbery|therapy,English,R,3500000.0,1.85,38007,[],2006-01-01,0
Angela Robinson,91.0,96793.0,Action|Comedy|Romance,D.E.B.S.,1959 cadillac|diamonds|female villain|force field|voyeurism,English,PG-13,3500000.0,2.35,540,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Andrea Sperling Productions"", ""id"": 2313}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Anonymous Content"", ""id"": 10039}]",2004-01-21,0
Amanda Gusack,98.0,,Crime|Drama|Mystery|Thriller,The Betrayed,blood splatter|ski mask|stolen money|vomiting|warehouse,English,,3500000.0,1.85,20055,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2008-09-27,0
Charles Adelman,96.0,,Horror|Thriller,2:13,death|forensic|murder|profiler|serial killer,English,,3500000.0,2.35,39303,"[{""name"": ""Anthem Pictures"", ""id"": 23818}, {""name"": ""It's An Us Thing Productions Inc."", ""id"": 23819}]",2009-04-25,0
Jay Oliva,148.0,,Action|Animation|Crime|Sci-Fi|Thriller,"Batman: The Dark Knight Returns, Part 2",batman|joker|mutant|tattoo on breast|the joker,English,PG-13,3500000.0,,142061,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Premiere"", ""id"": 4811}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2013-01-18,0
Charles Ferguson,100.0,29233.0,Documentary,Time to Choose,,English,,3500000.0,,370662,"[{""name"": ""Representational Pictures"", ""id"": 8796}]",2015-09-04,0
Mark Young,92.0,,Action|Crime|Drama|Thriller,Wicked Blood,chess|drugs|love|meth|pawn,English,Not Rated,3500000.0,1.85,256740,"[{""name"": ""NAZZ Productions"", ""id"": 7720}, {""name"": ""Industrial Entertainment"", ""id"": 20305}, {""name"": ""Primary PIctures"", ""id"": 20306}, {""name"": ""Thunder Smoke Media"", ""id"": 20307}, {""name"": ""VMI Worldwide"", ""id"": 23688}]",2014-03-04,0
Mel Brooks,94.0,,Comedy,High Anxiety,belldon's hysteria|high anxiety|hitchcockian|murder|parody,English,PG,3400000.0,1.85,12535,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Crossbow Productions"", ""id"": 1296}]",1977-12-25,31063038
J.C. Chandor,107.0,5354039.0,Biography|Drama|Thriller,Margin Call,capital management|financial crisis|financial disaster|investment fraud|management,English,R,3500000.0,1.85,50839,"[{""name"": ""Benaroya Pictures"", ""id"": 6692}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""Untitled Entertainment"", ""id"": 46225}]",2011-09-28,19504039
Eldar Rapaport,99.0,,Drama|Romance,August,apartment|gay parent|job interview|male pubic hair|pubic hair,English,Not Rated,,2.35,86549,[],2011-06-09,0
Clark Gregg,92.0,2926565.0,Comedy|Drama,Choke,choking|friend|hospital|restaurant|scam,English,R,3000000.0,1.66,13973,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""ATO Pictures"", ""id"": 1962}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Choke Film"", ""id"": 52896}]",2008-09-26,3830137
Damien Chazelle,107.0,13092000.0,Drama|Music,Whiplash,conservatory|drummer|emotional abuse|music school|obsession,English,R,3300000.0,2.4,244786,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Right of Way Films"", ""id"": 32157}]",2014-10-10,13092000
Karen Moncrieff,93.0,17311.0,Crime|Drama|Mystery,The Dead Girl,dead girl|girl|granddaughter|morgue|storage unit,English,R,,1.85,13551,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Bruin Grip Services"", ""id"": 5330}, {""name"": ""Pitbull Pictures"", ""id"": 19851}]",2006-11-07,0
Bob Clark,94.0,,Comedy|Family,A Christmas Story,bb gun|boy|bully|christmas|tongue stuck on a pole,English,PG,4000000.0,1.85,850,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Christmas Tree Films"", ""id"": 10757}]",1983-11-18,19294144
Alejandro Monteverde,91.0,8108247.0,Drama|Romance,Bella,inter cultural|latino|restaurant|soccer|train,English,PG-13,3300000.0,1.85,12586,"[{""name"": ""Mpower Pictures"", ""id"": 5294}, {""name"": ""Metanoia Films"", ""id"": 7075}, {""name"": ""Burnside Entertainment"", ""id"": 13818}, {""name"": ""Bella Productions"", ""id"": 48752}, {""name"": ""One Media, The"", ""id"": 77798}]",2006-09-09,0
Jennifer Finnigan,97.0,,Comedy,The Opposite Sex,bare breasts,English,,3300000.0,16.0,301748,"[{""name"": ""Magna Global Entertainment"", ""id"": 29646}, {""name"": ""Verdi Productions"", ""id"": 37765}]",2014-11-08,45000
Eric Styles,92.0,7680.0,Drama|Romance,Dreaming of Joseph Lees,love crime|love triangle|lust|sister sister relationship|unrequited love,English,R,2000000.0,,108346,"[{""name"": ""Fox Entertainment Group"", ""id"": 85721}]",1999-10-29,7
Roman Polanski,136.0,,Drama|Horror,Rosemary's Baby,devil worship|incubus|paranoia|raped by a demon|satanism,English,R,2300000.0,1.85,805,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""William Castle Productions"", ""id"": 10324}]",1968-06-12,33395426
John Ford,113.0,,Drama|Western,The Man Who Shot Liberty Valance,friend|funeral|outlaw|pistol|stagecoach,English,Approved,3200000.0,1.85,11697,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""John Ford Productions"", ""id"": 10698}]",1962-04-22,8000000
Max Mayer,99.0,2277396.0,Drama|Romance,Adam,apartment|asperger's syndrome|children|teacher|writer,English,PG-13,,2.35,22051,"[{""name"": ""Vox3 Films"", ""id"": 3279}, {""name"": ""Serenade Films"", ""id"": 3459}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Deer Path Productions"", ""id"": 9352}, {""name"": ""Northwood Productions"", ""id"": 9353}]",2009-07-29,2277396
Mike Mills,105.0,5776314.0,Comedy|Drama|Romance,Beginners,actress|cancer|death|french|gay relationship,English,R,3200000.0,1.85,55347,"[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Focus Features"", ""id"": 10146}]",2010-09-11,5332926
John Gulager,95.0,,Action|Comedy|Horror|Thriller,Feast,bar|bloody body of child|dead boy|monster|vomiting,English,R,3200000.0,2.35,10070,"[{""name"": ""Neo Art & Logic"", ""id"": 2811}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Maloof Motion Pictures"", ""id"": 48688}]",2005-10-14,658573
John Landis,109.0,141600000.0,Comedy,Animal House,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,English,R,3000000.0,1.85,8469,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Oregon Film Factory"", ""id"": 13298}, {""name"": ""Stage III Productions"", ""id"": 13300}]",1978-07-27,141000000
Frank Capra,118.0,,Drama|Family|Fantasy|Romance,It's a Wonderful Life,angel|bank|guardian angel|second chance|small town life,English,PG,3180000.0,1.37,1585,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Liberty Films (II)"", ""id"": 11770}]",1946-12-20,9644124
Spike Lee,115.0,38168022.0,Comedy|Documentary,The Original Kings of Comedy,backstage|comedian|concert film|emcee|stand up comedian,English,R,3000000.0,1.85,23618,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",2000-08-18,0
Tod Williams,98.0,84749884.0,Horror,Paranormal Activity 2,california|carlsbad california|house|nanny|security camera,English,R,3000000.0,1.85,41436,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Solana Films"", ""id"": 21223}]",2010-10-20,177512032
James DeMonaco,85.0,64423650.0,Horror|Sci-Fi|Thriller,The Purge,class differences|killing spree|one night|suburb|violence,English,R,3000000.0,2.35,158015,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""20th Century Fox Russia"", ""id"": 18065}]",2013-05-31,89328627
Scott Derrickson,110.0,48056940.0,Horror|Mystery,Sinister,book|found footage|research|snuff film|writer,English,R,3000000.0,2.35,82507,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Possessed Pictures"", ""id"": 23277}]",2012-03-29,77712439
David Raynr,113.0,19184015.0,Biography|Comedy|Documentary,Martin Lawrence Live: Runteldat,actor name in title|colon in title|four word title|live performance|satire,English,R,3000000.0,1.85,20337,[],2002-08-01,19184015
Richard Brooks,108.0,,Drama|Romance,Cat on a Hot Tin Roof,cancer|football|homosexuality|marriage|mississippi,English,Approved,3000000.0,1.85,261,"[{""name"": ""Avon Production"", ""id"": 100}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1958-02-17,17570324
Ted Post,95.0,,Action|Adventure|Sci-Fi,Beneath the Planet of the Apes,ape|astronaut|mission|planet|rescue,English,G,3000000.0,2.35,1685,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]",1970-05-01,18999718
Charles Martin Smith,98.0,24629916.0,Comedy|Drama|Family|Sport,Air Bud,basketball|boy|dog|dog movie|golden retriever,English,PG,3000000.0,1.85,20737,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",1997-08-01,23144499
Patrick Read Johnson,100.0,15369573.0,Adventure|Comedy|Sci-Fi,Spaced Invaders,alien|halloween|killer robot|outer space|wrestler costume,English,PG,3000000.0,1.85,34086,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]",1990-04-27,15369573
Alfred Hitchcock,120.0,,Comedy|Thriller,Family Plot,actor|diamond|heir|kidnapping|ransom,English,PG,4490375.0,1.85,5854,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1976-04-09,7900000
Billy Wilder,125.0,,Comedy|Drama|Romance,The Apartment,apartment|elevator|elevator girl|love|mistress,English,Approved,3000000.0,2.35,284,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Company"", ""id"": 11241}]",1960-06-15,25000000
Adam Marcus,91.0,15935068.0,Fantasy|Horror|Thriller,Jason Goes to Hell: The Final Friday,brutality|evil|jason voorhees|paranormal phenomena|terror,English,R,2500000.0,1.85,10285,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]",1993-08-13,15938065
Alfred Hitchcock,128.0,,Thriller,Torn Curtain,defection|east germany|germany|iron curtain|scientist,English,Approved,6000000.0,1.85,5780,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1966-07-13,13000000
Michel Gondry,100.0,11694528.0,Comedy|Documentary|Music,Dave Chappelle's Block Party,block party|marching band|neighborhood|new york city|tyrannosaurus rex,English,R,3000000.0,1.85,292,"[{""name"": ""Yari Film Group"", ""id"": 2448}]",2005-09-12,11718595
Michael Schultz,97.0,,Comedy|Drama|Music,Krush Groove,actress shares first name with character|bar|car wash|city|d.j.,English,R,3000000.0,,29463,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Visual Eyes Productions"", ""id"": 8607}, {""name"": ""Film Development Fund"", ""id"": 16275}, {""name"": ""Crystalite Productions"", ""id"": 57818}]",1985-10-25,0
Benny Boom,84.0,10017041.0,Action|Comedy|Crime,Next Day Air,cocaine|package|slow motion scene|topless female nudity|wrong address,English,R,3000000.0,1.85,18065,"[{""name"": ""Melee Entertainment"", ""id"": 3438}, {""name"": ""Next Day Air Productions"", ""id"": 3439}, {""name"": ""Secret Society Films"", ""id"": 3440}]",2009-02-06,0
Richard Brooks,146.0,,Drama,Elmer Gantry,1920s|evangelist|preacher|revival|traveling salesman,English,Approved,3000000.0,1.66,22013,"[{""name"": ""United Artists"", ""id"": 60}]",1960-06-19,10400000
Stanley Kramer,186.0,,Drama|War,Judgment at Nuremberg,judge|law|nazi|nuremberg|war crime,English,Not Rated,3000000.0,1.75,821,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Roxlom Films"", ""id"": 526}]",1961-12-01,10000000
David Raynr,94.0,9016377.0,Comedy,Trippin',apostrophe in title|bare breasts|female nudity|nude black woman|prom,English,R,,1.85,53862,"[{""name"": ""Beacon Communications"", ""id"": 919}]",1999-05-12,9016377
Howard Hawks,126.0,,Action|Adventure|Romance|Western,Red River,cattle|cattle drive|cowboy|kansas|texas,English,Approved,3000000.0,1.37,3089,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Monterey Productions"", ""id"": 1316}, {""name"": ""Charles K. Feldman Group"", ""id"": 1317}]",1948-08-26,9012000
Nnegest Likké,99.0,7059537.0,Comedy,Phat Girlz,female protagonist|size positive|thin|title directed by female|wet dream,English,PG-13,3000000.0,1.85,30139,[],2006-01-01,0
Richard Linklater,109.0,8114507.0,Drama|Romance,Before Midnight,friend|greece|greek|hotel room|twin,English,R,3000000.0,1.85,132344,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Venture Forth"", ""id"": 20313}]",2013-04-05,11176469
Christopher Leitch,95.0,7888703.0,Comedy|Fantasy,Teen Wolf Too,falling in love|glowing eyes|insult|teenager|three word title,English,PG,3000000.0,1.85,15582,"[{""name"": ""Atlantic Entertainment Group"", ""id"": 3267}]",1987-11-20,0
Don Coscarelli,97.0,7282851.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Phantasm II,cemetery|female nudity|mortuary|sphere|tall man,English,R,3000000.0,1.85,15158,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spacegate Productions"", ""id"": 3046}, {""name"": ""Starway International Inc."", ""id"": 3146}]",1988-07-08,7282851
Michael Schultz,94.0,6879730.0,Drama,Woman Thou Art Loosed,abuse|bishop|death|flashback|poverty,English,R,,,44634,[],2004-09-30,6804016
Patricia Cardoso,90.0,5844929.0,Comedy|Drama,Real Women Have Curves,education|factory|high school|mexican american|religious icon,English,PG-13,3000000.0,1.85,30309,[],2002-01-01,0
Peter M. Cohen,82.0,4142507.0,Comedy|Romance,Whipped,dating|diner|masturbation|urination|washington square manhattan new york city,English,R,3000000.0,1.85,23531,"[{""name"": ""Hi-Rez Films"", ""id"": 48357}]",2000-09-01,0
Nicole Holofcener,90.0,4033268.0,Comedy|Drama,Please Give,apartment|first date|neighbor|new york|new york city,English,R,,2.35,40247,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Feelin' Guilty"", ""id"": 46402}]",2010-01-22,0
Mel Stuart,89.0,,Family|Fantasy|Musical,Willy Wonka & the Chocolate Factory,candy|chocolate|factory|miniaturization|sudden change in size,English,G,3000000.0,1.33,252,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""David L. Wolper Productions"", ""id"": 3434}]",1971-06-29,4000000
Anthony Hickox,98.0,3902679.0,Fantasy|Horror,Warlock: The Armageddon,druid|eclipse|rune|scalping|warlock,English,R,3000000.0,1.66,24126,"[{""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""Trimark Pictures"", ""id"": 4063}]",1993-05-01,0
Tom Schulman,95.0,3559990.0,Comedy|Crime,8 Heads in a Duffel Bag,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose,English,R,3000000.0,1.85,13982,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Brad Krevoy & Steve Stabler production"", ""id"": 3581}]",1997-04-18,0
Terrence Malick,94.0,,Drama|Romance,Days of Heaven,farm|farm worker|grasshopper|harvest|wealth,English,PG,3000000.0,1.85,16642,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1978-09-13,0
Jill Sprecher,104.0,3287435.0,Drama,Thirteen Conversations About One Thing,attorney|happiness|house cleaner|physics|professor,English,R,4500000.0,1.85,17734,[],2001-09-02,0
Darren Stein,87.0,3071947.0,Comedy|Crime|Thriller,Jawbreaker,best friend|bitch|friend|popular girl|prom,English,R,3500000.0,1.85,18892,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Crossroads Films"", ""id"": 3058}, {""name"": ""Kramer-Tornell Productions"", ""id"": 67035}]",1999-01-30,3076820
Julian Schnabel,108.0,2961991.0,Biography|Drama,Basquiat,andy warhol|art|artist|friendship|street artist,English,R,3300000.0,1.85,549,"[{""name"": ""Miramax"", ""id"": 53009}, {""name"": ""Eleventh Street Production"", ""id"": 93380}, {""name"": ""Jon Kilik"", ""id"": 93381}]",1996-08-09,3011195
Todd Solondz,134.0,3000000.0,Comedy|Drama,Happiness,ensemble cast|episodic structure|satire|social satire|suburb,English,,3000000.0,1.85,10683,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Good Machine"", ""id"": 10565}]",1998-10-16,2807390
George Gallo,89.0,2223990.0,Comedy|Documentary,DysFunktional Family,african american|family relationships|stand up comedian|stand up comedy,English,R,3000000.0,1.85,17995,"[{""name"": ""Brad Grey Pictures"", ""id"": 10958}]",2003-04-04,0
Kevin Smith,102.0,1821983.0,Comedy|Drama|Horror,Tusk,canada|human becoming an animal|mad scientist|part of trilogy|walrus,English,R,3000000.0,2.35,246403,"[{""name"": ""Phase 4 Films"", ""id"": 9081}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""SModcast Pictures"", ""id"": 13642}, {""name"": ""A24"", ""id"": 41077}]",2014-09-19,1826705
David Nixon,110.0,2848578.0,Drama|Family,Letters to God,cancer|faith|hope|letter|prayer,English,PG,3500000.0,1.78,35691,"[{""name"": ""Mercy Creek Entretainment"", ""id"": 5568}]",2010-04-09,0
Matthew Bright,102.0,,Comedy|Crime|Drama|Thriller,Freeway,freeway|nightmare|police|school|trailer park,English,R,3000000.0,1.85,11229,"[{""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Multicom entertainment"", ""id"": 30702}]",1996-08-23,0
Michael Landon Jr.,87.0,252726.0,Drama|Family|Western,Love's Abiding Joy,19th century|faith|mayor|ranch|sheriff,,PG,3000000.0,,22488,[],2006-10-06,0
Leslye Headland,87.0,418268.0,Comedy|Romance,Bachelorette,bachelorette party|drug use|high school|overdose|wedding dress,English,R,3000000.0,2.35,84174,"[{""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""BCDF Pictures"", ""id"": 10290}]",2012-08-06,11947954
Bobby Roth,120.0,,Drama|Family|Music,Brave New Girl,based on a book|based on a novel|made for tv movie|music school|support,English,PG-13,,,34099,"[{""name"": ""Lions Gate Television"", ""id"": 7601}, {""name"": ""Park Lane Productions"", ""id"": 57346}]",2004-04-25,0
Tim Heidecker,93.0,200803.0,Comedy,Tim and Eric's Billion Dollar Movie,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,English,R,3000000.0,1.78,79940,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Funny or Die"", ""id"": 21213}]",2012-03-02,0
Jason Alexander,97.0,39852.0,Comedy|Drama,Just Looking,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,English,R,3000000.0,1.85,100975,"[{""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Camellia Productions"", ""id"": 39226}]",1999-10-21,0
Will Canon,83.0,,Horror|Thriller,Demonic,death|detective|house|missing|supernatural,English,R,3000000.0,,234212,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""First Point Entertainment"", ""id"": 7424}, {""name"": ""IM Global"", ""id"": 7437}]",2015-02-12,3387000
Philip Zlotorynski,80.0,,Comedy,My Big Fat Independent Movie,independent film|spoof,English,R,3000000.0,1.78,27404,"[{""name"": ""Film Threat DVD"", ""id"": 60481}, {""name"": ""Aloha Pictures"", ""id"": 73337}]",2005-03-04,0
Francesca Gregorini,96.0,5005.0,Drama,Tanner Hall,boarding school|coming of age|female friendship|lesbian|new england,English,R,3000000.0,,71866,"[{""name"": ""Tax Credit Finance"", ""id"": 3782}]",2009-09-14,0
David Wain,83.0,,Comedy,They Came Together,halloween party|new york city|racism|romcom|spoof,English,R,,1.85,180296,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2014-06-27,0
Michael Jai White,90.0,,Action|Drama|Sport,Never Back Down 2: The Beatdown,bad cop|college|second part|sequel|wrestler,English,R,3000000.0,1.85,70006,[],2011-09-13,0
John Boorman,92.0,,Crime|Thriller,Point Blank,criminal|gangster|money|revenge|violence,English,Approved,3000000.0,2.35,26039,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Winkler Films"", ""id"": 8880}]",1967-08-30,3200000
Youssef Delara,88.0,,Thriller,Enter the Dangerous Mind,dubstep|tied feet,English,,800000.0,2.35,176077,"[{""name"": ""Cimarron Productions"", ""id"": 4554}, {""name"": ""Vedette Finance"", ""id"": 34381}]",2013-03-11,0
Darin Scott,95.0,,Drama|Horror|Mystery|Thriller,Something Wicked,eugene oregon|independent film|obsession,English,R,3000000.0,,260947,"[{""name"": ""Merchant Films"", ""id"": 21110}]",2014-04-04,0
Christian Sesma,82.0,,Thriller,AWOL-72,police officer|police officer taken hostage,English,R,3000000.0,,342502,"[{""name"": ""Triumphant Entertainment"", ""id"": 60490}]",2015-08-07,0
Brian Caunter,94.0,,Action|Adventure|Crime|Drama,Chicago Overcoat,detective|killer|police|shootout|thong,English,R,3000000.0,1.78,43213,"[{""name"": ""Chicago Overcoat Productions"", ""id"": 72688}, {""name"": ""Beverly Ridge Pictures"", ""id"": 72689}]",2009-10-10,0
Chris D'Arienzo,95.0,,Comedy|Drama|Romance,Barry Munday,doctor|letter|paternity|sex|testicles,English,R,,1.85,44594,"[{""name"": ""Prospect Pictures"", ""id"": 8820}, {""name"": ""Corner Store Entertainment"", ""id"": 8871}, {""name"": ""Far Hills Pictures"", ""id"": 9038}, {""name"": ""Stick 'N' Stone Productions"", ""id"": 9039}]",2010-03-13,0
Frank Capra,136.0,,Comedy|Drama,Pocketful of Miracles,1930s|apple|dude|luck|new york city,English,Approved,2900000.0,2.35,248,"[{""name"": ""Franton Production"", ""id"": 1044}]",1961-12-18,5000000
Isaac Florentine,80.0,,Action|Crime,Close Range,corrupt sheriff|drug cartel|flash drive|niece|sheriff,English,,3000000.0,,325173,"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Compound B"", ""id"": 4322}, {""name"": ""Underdogg Entertainment"", ""id"": 68373}, {""name"": ""Entropy"", ""id"": 75142}]",2015-12-11,0
Susan Seidelman,105.0,3123749.0,Comedy|Romance,Boynton Beach Club,title spoken by character,English,R,1500000.0,1.85,55831,[],2005-08-05,0
Heidi Ewing,93.0,100675.0,Documentary,Freakonomics,cheating|economics|experiment|human nature|sumo wrestling,English,PG-13,3000000.0,,43942,"[{""name"": ""Chad Troutwine Films"", ""id"": 7367}, {""name"": ""Green Film Company"", ""id"": 7368}, {""name"": ""Human Worldwide"", ""id"": 7369}, {""name"": ""Loki Films"", ""id"": 7370}]",2010-10-01,103735
Hank Braxtan,89.0,,Action|Horror|Thriller,Unnatural,alaska|climate change|global|polar bear|scientific,English,R,3000000.0,2.35,356483,"[{""name"": ""August Heart Entertainment"", ""id"": 65834}]",2015-10-16,0
Craig Brewer,116.0,22201636.0,Crime|Drama|Music,Hustle & Flow,baby|friend|hip hop|pimp|stripper,English,R,8000000.0,1.85,10476,"[{""name"": ""MTV Films"", ""id"": 746}]",2005-07-22,23563727
Billy Wilder,120.0,25000000.0,Comedy|Music|Romance,Some Like It Hot,all girl band|band|cross dressing|musician|yacht,English,Not Rated,2883848.0,1.66,239,"[{""name"": ""The Mirisch Corporation"", ""id"": 219}, {""name"": ""Ashton Productions"", ""id"": 11982}]",1959-03-18,25000000
John Carl Buechler,88.0,19170001.0,Horror,Friday the 13th Part VII: The New Blood,death|jason voorhees|massacre|slaughter|telekinesis,English,R,2800000.0,1.85,10281,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1988-05-13,19170001
Victor Fleming,102.0,22202612.0,Adventure|Family|Fantasy|Musical,The Wizard of Oz,evil witch|tornado|witch|wizard|wizard of oz,English,Passed,2800000.0,1.37,630,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]",1939-08-15,33754967
